,0
7739,10.86
7740,11.56
7741,12.06
7742,12.36
7743,12.06
7744,12.51
7745,11.23
7746,9.87
7747,9.02
7748,9.57
7749,9.57
7750,8.47
7751,8.97
7752,9.50
7753,9.49
7754,9.79
7755,8.97
7756,8.70
7757,8.03
7758,7.61
7759,6.98
7760,6.59
7761,6.82
7762,8.52
7763,9.62
7764,10.29
7765,10.67
7766,11.16
7767,11.51
7768,11.37
7769,10.36
7770,9.00
7771,7.77
7772,6.67
7773,6.24
7774,5.42
7775,4.00
7776,3.52
7777,3.68
7778,4.14
7779,4.41
7780,4.81
7781,5.36
7782,4.97
7783,4.94
7784,5.80
7785,6.79
7786,7.70
7787,8.52
7788,9.37
7789,10.39
7790,11.39
7791,11.05
7792,11.41
7793,11.41
7794,10.99
7795,10.97
7796,10.97
7797,10.81
7798,10.63
7799,10.31
7800,9.98
7801,9.77
7802,9.84
7803,9.91
7804,9.91
7805,10.01
7806,10.01
7807,9.97
7808,10.00
7809,10.20
7810,10.66
7811,10.90
7812,11.49
7813,12.17
7814,12.80
7815,12.14
7816,11.81
7817,11.51
7818,10.92
7819,10.93
7820,10.84
7821,11.18
7822,10.39
7823,8.74
7824,8.04
7825,7.97
7826,8.04
7827,7.86
7828,7.41
7829,6.93
7830,6.72
7831,6.49
7832,6.25
7833,6.32
7834,5.81
7835,8.00
7836,9.00
7837,9.07
7838,9.25
7839,9.05
7840,8.84
7841,8.27
7842,6.82
7843,5.39
7844,4.62
7845,3.92
7846,3.12
7847,2.54
7848,3.27
7849,4.53
7850,5.36
7851,6.14
7852,6.51
7853,6.68
7854,7.38
7855,7.57
7856,8.13
7857,8.64
7858,9.72
7859,9.89
7860,11.15
7861,11.50
7862,12.47
7863,12.56
7864,12.54
7865,11.97
7866,11.79
7867,11.54
7868,11.53
7869,11.01
7870,11.01
7871,10.96
7872,11.01
7873,10.88
7874,10.70
7875,10.99
7876,11.10
7877,10.81
7878,10.69
7879,10.68
7880,10.37
7881,10.74
7882,10.81
7883,11.83
7884,12.88
7885,12.83
7886,12.17
7887,12.72
7888,11.86
7889,11.46
7890,10.83
7891,9.91
7892,9.67
7893,8.76
7894,7.88
7895,7.34
7896,6.75
7897,6.79
7898,5.99
7899,6.01
7900,5.69
7901,5.57
7902,4.21
7903,3.49
7904,2.79
7905,3.71
7906,5.52
7907,7.11
7908,8.09
7909,8.83
7910,8.82
7911,8.82
7912,8.68
7913,7.86
7914,6.46
7915,5.52
7916,3.83
7917,3.08
7918,2.38
7919,2.14
7920,1.39
7921,1.02
7922,1.07
7923,1.53
7924,2.04
7925,2.12
7926,1.83
7927,2.30
7928,2.99
7929,3.89
7930,5.18
7931,6.22
7932,6.73
7933,7.12
7934,6.99
7935,6.43
7936,6.50
7937,7.06
7938,7.48
7939,7.76
7940,8.10
7941,8.20
7942,7.79
7943,7.83
7944,7.25
7945,6.62
7946,6.59
7947,5.89
7948,6.62
7949,6.81
7950,6.89
7951,6.79
7952,6.73
7953,6.79
7954,6.36
7955,6.62
7956,7.03
7957,7.90
7958,7.97
7959,7.88
7960,7.72
7961,6.99
7962,6.57
7963,5.60
7964,5.43
7965,4.91
7966,3.25
7967,2.93
7968,1.49
7969,0.88
7970,0.51
7971,0.69
7972,0.66
7973,0.70
7974,1.19
7975,1.53
7976,1.46
7977,2.49
7978,2.68
7979,3.57
7980,4.17
7981,4.67
7982,5.07
7983,4.91
7984,4.82
7985,4.11
7986,3.59
7987,2.46
7988,2.14
7989,1.61
7990,0.91
7991,1.18
7992,-0.29
7993,0.62
7994,-1.02
7995,-1.51
7996,-2.08
7997,-1.72
7998,-2.20
7999,-2.41
8000,-2.12
8001,-1.48
8002,0.46
8003,2.18
8004,3.38
8005,4.32
8006,4.24
8007,4.02
8008,3.60
8009,2.91
8010,2.24
8011,0.99
8012,0.44
8013,-0.81
8014,-1.38
8015,-1.83
8016,-1.87
8017,-2.51
8018,-2.55
8019,-2.92
8020,-2.37
8021,-3.11
8022,-3.21
8023,-3.03
8024,-3.36
8025,-2.56
8026,0.53
8027,3.42
8028,4.90
8029,6.02
8030,6.80
8031,6.91
8032,6.53
8033,5.69
8034,4.73
8035,2.78
8036,1.77
8037,0.49
8038,0.58
8039,-0.29
8040,-0.64
8041,-1.13
8042,-0.84
8043,0.66
8044,0.95
8045,0.19
8046,0.05
8047,-0.31
8048,-0.39
8049,-0.52
8050,-0.45
8051,-0.09
8052,0.12
8053,0.76
8054,1.91
8055,1.60
8056,2.61
8057,2.39
8058,2.40
8059,2.71
8060,2.89
8061,2.03
8062,2.03
8063,2.23
8064,2.42
8065,2.74
8066,3.06
8067,3.37
8068,3.66
8069,3.94
8070,4.34
8071,4.64
8072,5.01
8073,5.53
8074,6.12
8075,6.73
8076,6.81
8077,7.09
8078,7.58
8079,7.93
8080,8.31
8081,8.48
8082,8.24
8083,8.03
8084,7.79
8085,7.62
8086,7.23
8087,7.03
8088,7.15
8089,7.22
8090,7.31
8091,7.34
8092,7.26
8093,7.34
8094,7.23
8095,7.32
8096,7.35
8097,7.65
8098,8.66
8099,9.67
8100,10.58
8101,10.74
8102,10.77
8103,11.25
8104,10.93
8105,10.71
8106,11.16
8107,11.79
8108,11.56
8109,11.22
8110,11.42
8111,11.83
8112,12.27
8113,12.61
8114,11.90
8115,10.86
8116,10.76
8117,10.67
8118,10.58
8119,10.52
8120,10.43
8121,10.56
8122,10.68
8123,11.93
8124,12.78
8125,12.52
8126,12.15
8127,11.71
8128,11.64
8129,10.84
8130,9.19
8131,8.64
8132,8.04
8133,7.04
8134,7.33
8135,7.67
8136,7.97
8137,7.54
8138,7.07
8139,6.82
8140,6.50
8141,6.22
8142,5.82
8143,6.22
8144,5.75
8145,6.29
8146,7.64
8147,9.69
8148,10.81
8149,12.66
8150,12.91
8151,13.03
8152,12.80
8153,11.82
8154,10.82
8155,10.05
8156,9.53
8157,8.91
8158,8.37
8159,7.82
8160,7.66
8161,7.42
8162,7.44
8163,7.45
8164,6.98
8165,7.29
8166,7.14
8167,7.27
8168,6.97
8169,6.78
8170,7.58
8171,7.87
8172,8.04
8173,8.53
8174,8.89
8175,8.70
8176,8.71
8177,7.58
8178,7.51
8179,6.39
8180,6.25
8181,5.23
8182,5.45
8183,4.07
8184,3.60
8185,2.96
8186,2.33
8187,1.76
8188,1.47
8189,1.22
8190,1.19
8191,1.22
8192,1.20
8193,1.24
8194,3.17
8195,4.77
8196,6.70
8197,7.51
8198,7.67
8199,7.54
8200,7.47
8201,6.27
8202,4.14
8203,3.64
8204,3.35
8205,3.27
8206,3.00
8207,4.10
8208,4.69
8209,5.33
8210,5.26
8211,5.05
8212,4.63
8213,4.77
8214,5.72
8215,5.70
8216,6.37
8217,6.49
8218,7.27
8219,8.33
8220,9.88
8221,9.89
8222,10.38
8223,10.02
8224,10.37
8225,10.02
8226,8.24
8227,7.54
8228,6.23
8229,5.69
8230,5.63
8231,5.79
8232,5.70
8233,6.19
8234,6.36
8235,6.55
8236,7.03
8237,6.75
8238,6.44
8239,6.48
8240,6.56
8241,6.47
8242,6.91
8243,7.84
8244,8.91
8245,9.29
8246,9.33
8247,9.18
8248,9.12
8249,8.52
8250,6.74
8251,6.31
8252,5.18
8253,4.26
8254,4.14
8255,3.90
8256,3.43
8257,3.02
8258,3.13
8259,2.63
8260,2.98
8261,3.36
8262,3.72
8263,3.84
8264,3.88
8265,4.32
8266,5.33
8267,7.13
8268,8.83
8269,9.72
8270,9.73
8271,9.23
8272,8.76
8273,7.51
8274,6.52
8275,5.01
8276,3.84
8277,3.44
8278,2.59
8279,1.58
8280,0.82
8281,0.83
8282,0.18
8283,0.22
8284,-0.47
8285,-0.27
8286,-0.74
8287,-0.48
8288,-0.85
8289,0.88
8290,1.59
8291,2.82
8292,3.68
8293,4.60
8294,5.29
8295,5.65
8296,5.20
8297,3.88
8298,2.26
8299,1.03
8300,0.44
8301,0.21
8302,0.36
8303,0.43
8304,0.34
8305,0.49
8306,0.73
8307,1.09
8308,1.58
8309,1.79
8310,2.23
8311,2.72
8312,2.98
8313,3.34
8314,3.80
8315,4.29
8316,4.92
8317,5.33
8318,5.93
8319,6.37
8320,6.69
8321,7.04
8322,7.40
8323,7.66
8324,8.06
8325,8.66
8326,9.23
8327,8.71
8328,6.72
8329,5.96
8330,5.27
8331,4.43
8332,4.04
8333,4.32
8334,3.65
8335,4.06
8336,4.60
8337,3.82
8338,5.77
8339,6.57
8340,8.24
8341,8.64
8342,9.77
8343,9.39
8344,8.74
8345,8.56
8346,8.54
8347,7.93
8348,8.36
8349,8.11
8350,7.88
8351,8.03
8352,8.20
8353,8.29
8354,8.62
8355,8.62
8356,8.96
8357,9.37
8358,9.65
8359,9.97
8360,9.88
8361,9.67
8362,9.05
8363,9.94
8364,10.43
8365,10.29
8366,10.70
8367,10.51
8368,10.13
8369,9.28
8370,8.83
8371,8.78
8372,8.79
8373,9.01
8374,8.89
8375,8.73
8376,8.66
8377,7.97
8378,7.96
8379,7.88
8380,8.48
8381,9.43
8382,9.62
8383,10.04
8384,10.53
8385,10.64
8386,10.93
8387,10.87
8388,11.17
8389,11.04
8390,11.02
8391,11.02
8392,11.12
8393,11.37
8394,11.48
8395,11.64
8396,11.78
8397,11.23
8398,10.83
8399,10.60
8400,8.88
8401,8.92
8402,8.91
8403,8.91
8404,8.93
8405,8.57
8406,8.44
8407,8.01
8408,7.70
8409,7.73
8410,8.84
8411,9.36
8412,10.24
8413,11.01
8414,10.61
8415,10.64
8416,10.66
8417,9.92
8418,9.01
8419,8.56
8420,8.25
8421,7.97
8422,7.75
8423,8.07
8424,8.76
8425,8.50
8426,8.54
8427,7.54
8428,7.14
8429,6.89
8430,6.67
8431,6.65
8432,6.66
8433,6.63
8434,8.06
8435,8.67
8436,8.76
8437,9.68
8438,10.77
8439,10.55
8440,10.59
8441,10.48
8442,10.72
8443,10.57
8444,10.79
8445,11.08
8446,10.97
8447,10.64
8448,10.97
8449,10.88
8450,10.71
8451,10.54
8452,10.46
8453,10.54
8454,10.54
8455,10.61
8456,10.72
8457,10.92
8458,10.84
8459,11.79
8460,12.69
8461,12.99
8462,12.37
8463,11.77
8464,11.71
8465,11.99
8466,12.00
8467,11.85
8468,12.09
8469,11.81
8470,11.21
8471,10.58
8472,10.61
8473,10.38
8474,10.19
8475,9.81
8476,9.09
8477,9.28
8478,9.27
8479,9.27
8480,9.36
8481,9.63
8482,9.72
8483,10.68
8484,10.91
8485,11.32
8486,11.44
8487,11.63
8488,12.23
8489,12.63
8490,12.79
8491,13.10
8492,13.28
8493,13.34
8494,13.38
8495,13.24
8496,13.31
8497,13.13
8498,13.22
8499,13.04
8500,13.23
8501,13.37
8502,13.48
8503,13.70
8504,13.12
8505,12.12
8506,11.59
8507,11.92
8508,12.19
8509,12.42
8510,11.91
8511,10.26
8512,9.77
8513,8.54
8514,8.42
8515,8.42
8516,7.21
8517,7.36
8518,7.05
8519,7.33
8520,7.08
8521,6.64
8522,6.43
8523,5.84
8524,5.61
8525,4.22
8526,4.11
8527,4.82
8528,4.68
8529,4.76
8530,5.12
8531,5.37
8532,5.85
8533,5.86
8534,5.92
8535,5.85
8536,6.17
8537,6.47
8538,7.29
8539,8.47
8540,9.63
8541,10.22
8542,10.91
8543,10.63
8544,10.49
8545,10.36
8546,10.02
8547,9.63
8548,8.64
8549,8.96
8550,8.47
8551,8.30
8552,8.24
8553,8.09
8554,8.18
8555,8.41
8556,9.42
8557,9.72
8558,9.92
8559,8.98
8560,8.93
8561,8.51
8562,8.13
8563,8.36
8564,8.05
8565,8.54
8566,8.55
8567,8.21
8568,8.42
8569,8.19
8570,8.02
8571,7.96
8572,7.76
8573,7.85
8574,8.15
8575,8.06
8576,7.63
8577,7.87
8578,7.93
8579,7.34
8580,7.97
8581,8.89
8582,8.43
8583,7.88
8584,7.61
8585,7.69
8586,7.62
8587,7.81
8588,7.69
8589,6.93
8590,6.81
8591,6.81
8592,6.86
8593,5.79
8594,5.99
8595,5.84
8596,5.84
8597,5.82
8598,5.68
8599,4.97
8600,5.59
8601,4.90
8602,4.89
8603,5.87
8604,6.63
8605,7.08
8606,6.69
8607,7.19
8608,7.28
8609,4.64
8610,4.63
8611,4.25
8612,3.57
8613,3.09
8614,2.63
8615,2.46
8616,2.18
8617,1.41
8618,1.29
8619,0.82
8620,0.91
8621,0.52
8622,-0.47
8623,-0.17
8624,-0.02
8625,-0.01
8626,0.93
8627,2.53
8628,4.26
8629,5.70
8630,6.66
8631,6.32
8632,5.79
8633,5.27
8634,4.79
8635,4.25
8636,3.58
8637,3.41
8638,2.73
8639,2.14
8640,1.34
8641,1.06
8642,1.31
8643,1.71
8644,0.73
8645,0.44
8646,0.48
8647,0.49
8648,0.69
8649,1.07
8650,1.84
8651,3.39
8652,4.98
8653,5.24
8654,5.75
8655,4.61
8656,4.02
8657,3.16
8658,2.93
8659,2.82
8660,3.13
8661,3.12
8662,2.65
8663,2.72
8664,2.24
8665,1.92
8666,1.69
8667,1.55
8668,1.17
8669,0.97
8670,0.74
8671,0.73
8672,0.87
8673,0.57
8674,0.81
8675,1.06
8676,1.43
8677,1.51
8678,1.52
8679,1.84
8680,2.18
8681,2.18
8682,1.92
8683,1.90
8684,1.91
8685,1.89
8686,1.35
8687,1.57
8688,1.19
8689,0.93
8690,0.66
8691,0.46
8692,0.40
8693,0.49
8694,0.71
8695,0.61
8696,0.20
8697,0.07
8698,0.61
8699,1.42
8700,1.79
8701,2.70
8702,2.84
8703,2.72
8704,2.35
8705,1.87
8706,1.56
8707,1.39
8708,1.09
8709,0.22
8710,0.51
8711,-0.42
8712,-0.28
8713,-0.68
8714,-1.22
8715,-1.49
8716,-1.52
8717,-1.86
8718,-2.03
8719,-2.30
8720,-2.27
8721,-2.33
8722,-1.65
8723,-0.46
8724,0.19
8725,1.26
8726,1.54
8727,1.74
8728,1.88
8729,1.43
8730,1.48
8731,1.06
8732,0.88
8733,0.66
8734,0.27
8735,0.33
8736,0.20
8737,-0.17
8738,-1.07
8739,-0.88
8740,-1.64
8741,-0.62
8742,-0.57
8743,-0.52
8744,-0.52
8745,-0.72
8746,-0.58
8747,-0.49
8748,-0.38
8749,-0.39
8750,-0.14
8751,0.04
8752,-0.04
8753,0.36
8754,0.60
8755,0.70
8756,0.75
8757,0.78
8758,-0.10
8759,-0.50
8760,-0.83
8761,-1.16
8762,-1.66
8763,-1.97
8764,-2.13
8765,-2.12
8766,-2.19
8767,-3.21
8768,-3.16
8769,-3.53
8770,-1.86
8771,-0.87
8772,-0.29
8773,0.37
8774,0.72
8775,0.77
8776,0.57
8777,0.00
8778,-0.11
8779,-0.47
8780,-0.85
8781,-1.58
8782,-1.42
8783,-2.65
8784,-2.76
8785,-2.94
8786,-3.57
8787,-3.14
8788,-2.91
8789,-3.17
8790,-4.11
8791,-4.07
8792,-4.18
8793,-3.68
8794,-3.09
8795,-2.17
8796,-1.53
8797,-0.09
8798,0.31
8799,0.79
8800,0.64
8801,0.10
8802,-0.33
8803,-0.56
8804,-1.79
8805,-2.14
8806,-1.54
8807,-1.86
8808,-3.25
8809,-3.22
8810,-3.65
8811,-2.99
8812,-3.43
8813,-2.60
8814,-2.98
8815,-3.07
8816,-4.39
8817,-3.12
8818,-2.15
8819,-0.88
8820,0.03
8821,1.84
8822,2.07
8823,2.44
8824,2.61
8825,1.92
8826,0.63
8827,0.96
8828,-0.01
8829,0.14
8830,-0.39
8831,-1.07
8832,-1.32
8833,-1.03
8834,-1.33
8835,-1.66
8836,-1.96
8837,-2.06
8838,-2.08
8839,-2.78
8840,-2.14
8841,-1.62
8842,-0.22
8843,1.11
8844,2.25
8845,4.18
8846,5.05
8847,5.07
8848,4.58
8849,3.84
8850,3.49
8851,1.73
8852,2.46
8853,1.33
8854,1.04
8855,0.64
8856,0.30
8857,-0.01
8858,-0.57
8859,-1.08
8860,-1.38
8861,-1.58
8862,-1.62
8863,-1.80
8864,-1.81
8865,-1.54
8866,-0.67
8867,1.52
8868,3.06
8869,5.51
8870,6.68
8871,7.81
8872,6.97
8873,5.76
8874,3.78
8875,2.47
8876,1.34
8877,0.87
8878,0.18
8879,0.08
8880,-0.12
8881,-1.13
8882,-0.63
8883,-1.23
8884,-1.83
8885,-1.96
8886,-2.19
8887,-2.74
8888,-2.72
8889,-2.96
8890,-1.94
8891,1.84
8892,5.04
8893,7.46
8894,7.99
8895,8.10
8896,7.59
8897,5.88
8898,4.45
8899,2.34
8900,1.28
8901,0.51
8902,-0.26
8903,-1.06
8904,-1.82
8905,-1.36
8906,-1.96
8907,-1.97
8908,-2.32
8909,-2.52
8910,-2.88
8911,-2.93
8912,-3.41
8913,-3.43
8914,-0.93
8915,1.25
8916,2.66
8917,4.85
8918,5.48
8919,6.16
8920,5.71
8921,4.64
8922,3.49
8923,2.38
8924,1.77
8925,2.56
8926,2.46
8927,2.20
8928,1.79
8929,1.38
8930,1.42
8931,0.53
8932,0.44
8933,1.14
8934,0.96
8935,0.55
8936,0.42
8937,0.50
8938,0.97
8939,1.59
8940,2.83
8941,3.91
8942,4.33
8943,4.55
8944,4.11
8945,3.64
8946,3.57
8947,3.33
8948,3.37
8949,3.66
8950,3.65
8951,3.98
8952,3.49
8953,3.14
8954,3.36
8955,4.01
8956,3.76
8957,3.23
8958,2.97
8959,2.52
8960,2.22
8961,1.46
8962,1.36
8963,1.97
8964,2.66
8965,3.57
8966,4.15
8967,4.55
8968,4.87
8969,4.80
8970,4.79
8971,4.44
8972,4.12
8973,3.79
8974,3.21
8975,2.97
8976,3.23
8977,3.31
8978,3.53
8979,3.80
8980,4.03
8981,4.13
8982,4.01
8983,4.01
8984,4.05
8985,4.12
8986,4.37
8987,4.64
8988,5.28
8989,5.68
8990,6.59
8991,6.78
8992,6.94
8993,6.99
8994,6.93
8995,6.95
8996,6.71
8997,6.63
8998,6.63
8999,6.63
9000,6.62
9001,6.42
9002,5.80
9003,5.26
9004,4.70
9005,4.62
9006,4.93
9007,5.11
9008,4.95
9009,4.94
9010,5.02
9011,4.94
9012,4.87
9013,5.59
9014,5.95
9015,6.28
9016,6.63
9017,6.78
9018,6.81
9019,6.77
9020,5.97
9021,5.41
9022,4.99
9023,5.33
9024,5.51
9025,5.61
9026,5.59
9027,5.54
9028,5.68
9029,5.84
9030,5.76
9031,5.86
9032,6.11
9033,6.82
9034,6.75
9035,6.94
9036,7.56
9037,8.39
9038,8.94
9039,8.82
9040,9.33
9041,8.36
9042,7.28
9043,6.25
9044,6.44
9045,5.82
9046,5.97
9047,5.52
9048,5.30
9049,5.46
9050,5.49
9051,5.83
9052,5.68
9053,5.33
9054,5.71
9055,5.27
9056,4.49
9057,4.04
9058,5.14
9059,5.93
9060,6.84
9061,8.02
9062,8.68
9063,8.52
9064,8.61
9065,7.68
9066,7.00
9067,6.76
9068,5.89
9069,5.59
9070,5.42
9071,5.56
9072,5.42
9073,5.53
9074,5.26
9075,5.17
9076,4.71
9077,4.54
9078,4.41
9079,4.47
9080,4.53
9081,4.60
9082,4.49
9083,5.24
9084,5.66
9085,6.28
9086,7.49
9087,6.76
9088,7.50
9089,6.96
9090,6.61
9091,6.42
9092,5.61
9093,5.48
9094,5.47
9095,5.76
9096,5.57
9097,4.95
9098,4.97
9099,5.24
9100,5.24
9101,5.19
9102,5.16
9103,5.16
9104,5.00
9105,4.97
9106,4.97
9107,5.04
9108,5.31
9109,5.74
9110,5.97
9111,6.05
9112,5.78
9113,5.34
9114,4.62
9115,3.48
9116,2.52
9117,1.97
9118,1.21
9119,0.49
9120,0.83
9121,1.33
9122,1.46
9123,1.71
9124,1.26
9125,0.86
9126,0.40
9127,0.54
9128,0.53
9129,0.31
9130,0.31
9131,0.67
9132,1.31
9133,1.35
9134,2.07
9135,2.03
9136,1.20
9137,0.70
9138,0.32
9139,0.14
9140,-0.04
9141,-0.32
9142,-0.51
9143,-0.74
9144,-1.03
9145,-1.28
9146,-1.35
9147,-0.88
9148,-0.80
9149,-0.68
9150,-0.58
9151,-0.31
9152,0.17
9153,0.60
9154,1.16
9155,1.77
9156,1.96
9157,2.82
9158,4.14
9159,4.57
9160,4.82
9161,4.47
9162,4.47
9163,4.31
9164,3.29
9165,4.01
9166,4.07
9167,4.14
9168,4.14
9169,4.74
9170,4.82
9171,5.12
9172,5.33
9173,5.37
9174,5.81
9175,6.22
9176,6.62
9177,6.31
9178,6.33
9179,7.03
9180,8.32
9181,9.19
9182,10.01
9183,9.89
9184,9.72
9185,9.20
9186,9.04
9187,9.18
9188,8.92
9189,9.29
9190,9.17
9191,9.57
9192,9.54
9193,9.77
9194,9.62
9195,9.62
9196,9.09
9197,8.14
9198,7.17
9199,6.48
9200,6.48
9201,7.08
9202,7.36
9203,8.07
9204,8.77
9205,9.11
9206,9.01
9207,9.27
9208,9.46
9209,9.44
9210,9.19
9211,9.40
9212,9.37
9213,8.95
9214,8.66
9215,8.70
9216,8.66
9217,8.64
9218,8.40
9219,8.12
9220,7.85
9221,7.14
9222,6.74
9223,6.37
9224,5.91
9225,5.42
9226,5.69
9227,6.74
9228,8.26
9229,9.41
9230,8.77
9231,7.60
9232,7.61
9233,7.56
9234,7.45
9235,7.51
9236,7.77
9237,8.04
9238,8.14
9239,8.62
9240,9.24
9241,10.63
9242,11.71
9243,11.98
9244,10.53
9245,9.42
9246,9.33
9247,9.28
9248,8.89
9249,8.55
9250,8.84
9251,9.43
9252,9.87
9253,10.92
9254,10.84
9255,10.73
9256,10.33
9257,9.59
9258,8.76
9259,8.42
9260,8.28
9261,8.94
9262,8.71
9263,7.84
9264,7.55
9265,7.15
9266,6.71
9267,6.48
9268,5.86
9269,6.12
9270,5.76
9271,6.13
9272,6.05
9273,5.84
9274,5.71
9275,5.49
9276,5.27
9277,5.28
9278,5.27
9279,5.43
9280,5.58
9281,5.65
9282,5.87
9283,6.09
9284,6.11
9285,6.29
9286,6.33
9287,5.94
9288,6.26
9289,6.48
9290,7.19
9291,7.18
9292,7.12
9293,7.22
9294,7.54
9295,8.03
9296,8.46
9297,8.54
9298,8.18
9299,7.37
9300,7.96
9301,9.26
9302,9.38
9303,9.93
9304,9.22
9305,8.59
9306,7.65
9307,7.27
9308,6.65
9309,6.41
9310,5.76
9311,5.68
9312,5.44
9313,5.06
9314,4.53
9315,4.37
9316,4.43
9317,4.40
9318,4.39
9319,4.23
9320,4.17
9321,4.88
9322,6.02
9323,7.51
9324,8.46
9325,9.57
9326,10.42
9327,10.87
9328,11.10
9329,11.29
9330,11.04
9331,10.94
9332,10.67
9333,10.49
9334,10.36
9335,10.28
9336,10.28
9337,10.05
9338,9.82
9339,9.96
9340,10.04
9341,9.78
9342,9.87
9343,9.95
9344,10.32
9345,10.38
9346,10.66
9347,10.96
9348,10.83
9349,10.82
9350,10.66
9351,10.17
9352,9.59
9353,8.87
9354,8.72
9355,8.56
9356,8.40
9357,8.36
9358,8.21
9359,8.14
9360,7.73
9361,7.49
9362,7.18
9363,7.09
9364,6.68
9365,6.50
9366,5.93
9367,5.62
9368,5.61
9369,5.19
9370,5.32
9371,6.42
9372,7.38
9373,8.39
9374,8.78
9375,8.93
9376,8.59
9377,7.94
9378,7.02
9379,6.98
9380,6.26
9381,6.01
9382,5.85
9383,5.50
9384,5.49
9385,5.75
9386,5.89
9387,5.86
9388,5.61
9389,5.87
9390,5.77
9391,5.34
9392,5.36
9393,5.74
9394,6.21
9395,6.82
9396,7.49
9397,8.29
9398,9.14
9399,8.81
9400,8.44
9401,7.57
9402,6.89
9403,6.35
9404,5.74
9405,5.37
9406,5.33
9407,5.16
9408,5.35
9409,5.84
9410,6.12
9411,5.48
9412,6.13
9413,6.38
9414,6.63
9415,6.23
9416,6.56
9417,6.40
9418,6.53
9419,7.74
9420,9.35
9421,10.09
9422,9.74
9423,9.16
9424,8.39
9425,8.57
9426,8.44
9427,9.17
9428,8.96
9429,8.80
9430,8.71
9431,8.28
9432,8.04
9433,8.12
9434,8.16
9435,8.31
9436,8.26
9437,8.56
9438,9.01
9439,8.86
9440,9.12
9441,9.33
9442,8.89
9443,8.76
9444,8.39
9445,8.16
9446,8.66
9447,8.93
9448,9.21
9449,8.56
9450,8.59
9451,8.54
9452,8.73
9453,9.19
9454,8.79
9455,9.13
9456,8.97
9457,7.66
9458,7.64
9459,7.72
9460,6.70
9461,6.13
9462,6.19
9463,6.41
9464,6.52
9465,6.59
9466,6.59
9467,7.47
9468,7.91
9469,7.81
9470,7.99
9471,8.65
9472,8.69
9473,7.96
9474,7.70
9475,6.82
9476,6.76
9477,6.19
9478,6.07
9479,6.33
9480,5.83
9481,5.84
9482,6.25
9483,6.78
9484,6.99
9485,6.84
9486,6.81
9487,7.08
9488,7.17
9489,7.02
9490,6.85
9491,7.25
9492,7.52
9493,8.59
9494,9.01
9495,8.96
9496,9.25
9497,9.47
9498,9.78
9499,10.36
9500,10.65
9501,10.60
9502,10.90
9503,11.28
9504,11.34
9505,11.06
9506,10.83
9507,10.02
9508,10.03
9509,9.50
9510,8.79
9511,8.36
9512,8.07
9513,8.49
9514,9.08
9515,9.71
9516,9.64
9517,9.76
9518,10.27
9519,10.83
9520,11.38
9521,11.92
9522,12.42
9523,12.70
9524,12.93
9525,12.89
9526,12.72
9527,12.41
9528,12.47
9529,12.33
9530,12.04
9531,12.53
9532,12.71
9533,12.76
9534,12.43
9535,12.27
9536,12.29
9537,12.25
9538,12.56
9539,13.22
9540,13.97
9541,14.01
9542,14.78
9543,14.84
9544,14.68
9545,14.13
9546,13.62
9547,13.27
9548,13.03
9549,12.87
9550,12.75
9551,12.66
9552,12.48
9553,12.36
9554,12.18
9555,12.09
9556,11.91
9557,11.92
9558,12.07
9559,11.86
9560,11.56
9561,11.63
9562,11.95
9563,12.43
9564,13.08
9565,13.11
9566,13.29
9567,13.37
9568,12.96
9569,12.54
9570,12.18
9571,11.93
9572,11.62
9573,11.50
9574,11.33
9575,11.17
9576,10.93
9577,10.77
9578,10.59
9579,10.51
9580,10.43
9581,10.51
9582,10.41
9583,10.36
9584,10.32
9585,10.18
9586,10.26
9587,10.64
9588,11.17
9589,11.11
9590,10.79
9591,10.54
9592,9.96
9593,9.71
9594,10.12
9595,10.53
9596,10.59
9597,11.10
9598,11.56
9599,11.65
9600,11.82
9601,11.02
9602,10.28
9603,9.49
9604,9.64
9605,9.84
9606,8.80
9607,8.17
9608,7.88
9609,8.08
9610,7.80
9611,7.69
9612,8.19
9613,8.65
9614,8.94
9615,8.42
9616,8.83
9617,7.84
9618,6.82
9619,5.16
9620,4.08
9621,3.20
9622,2.83
9623,3.74
9624,2.39
9625,3.52
9626,3.39
9627,3.69
9628,3.68
9629,4.45
9630,4.88
9631,5.19
9632,5.37
9633,5.66
9634,5.99
9635,6.73
9636,7.74
9637,8.88
9638,10.58
9639,10.85
9640,11.15
9641,10.63
9642,9.99
9643,9.67
9644,9.55
9645,9.28
9646,8.83
9647,8.73
9648,8.53
9649,8.74
9650,8.13
9651,8.02
9652,7.83
9653,7.36
9654,7.15
9655,7.13
9656,7.25
9657,7.43
9658,7.95
9659,8.21
9660,9.00
9661,10.62
9662,10.43
9663,10.39
9664,10.01
9665,9.86
9666,9.18
9667,8.37
9668,7.99
9669,7.74
9670,7.28
9671,6.53
9672,5.91
9673,4.50
9674,3.40
9675,3.26
9676,2.11
9677,1.37
9678,1.22
9679,0.55
9680,0.32
9681,0.49
9682,2.69
9683,6.22
9684,8.04
9685,9.42
9686,9.50
9687,9.40
9688,9.44
9689,8.77
9690,7.44
9691,5.35
9692,4.34
9693,3.88
9694,3.14
9695,2.85
9696,3.46
9697,0.89
9698,1.11
9699,0.58
9700,1.83
9701,2.04
9702,1.81
9703,2.39
9704,2.74
9705,3.00
9706,3.39
9707,4.05
9708,5.46
9709,7.41
9710,8.75
9711,9.23
