,0
16225,7.67
16226,7.37
16227,7.60
16228,7.62
16229,7.54
16230,7.43
16231,7.27
16232,7.18
16233,7.11
16234,7.81
16235,9.24
16236,10.70
16237,11.39
16238,11.88
16239,12.62
16240,13.00
16241,12.73
16242,12.64
16243,12.20
16244,11.52
16245,11.90
16246,11.66
16247,11.69
16248,11.71
16249,11.61
16250,11.91
16251,11.71
16252,11.63
16253,11.21
16254,10.61
16255,10.38
16256,9.79
16257,9.85
16258,9.83
16259,10.33
16260,10.51
16261,10.77
16262,11.34
16263,12.14
16264,12.88
16265,12.55
16266,12.13
16267,11.06
16268,10.39
16269,10.06
16270,9.82
16271,9.50
16272,7.87
16273,8.74
16274,8.20
16275,8.29
16276,7.83
16277,7.48
16278,7.81
16279,7.67
16280,8.55
16281,8.72
16282,9.49
16283,10.60
16284,12.45
16285,14.60
16286,14.86
16287,15.18
16288,15.11
16289,15.26
16290,14.94
16291,14.56
16292,14.53
16293,14.59
16294,14.55
16295,14.14
16296,13.01
16297,12.69
16298,12.70
16299,12.53
16300,12.25
16301,11.58
16302,11.18
16303,10.79
16304,10.31
16305,10.41
16306,10.69
16307,11.91
16308,12.35
16309,13.32
16310,12.90
16311,11.69
16312,11.20
16313,10.03
16314,9.80
16315,8.94
16316,8.39
16317,8.37
16318,7.99
16319,6.91
16320,7.40
16321,6.80
16322,5.48
16323,5.71
16324,5.24
16325,4.63
16326,5.68
16327,4.83
16328,4.88
16329,5.28
16330,6.34
16331,7.64
16332,8.94
16333,9.81
16334,9.76
16335,10.22
16336,9.74
16337,8.64
16338,7.64
16339,7.04
16340,6.32
16341,4.43
16342,4.33
16343,4.69
16344,3.04
16345,2.19
16346,1.78
16347,1.16
16348,0.35
16349,0.68
16350,0.69
16351,0.45
16352,0.56
16353,2.09
16354,2.25
16355,2.73
16356,3.68
16357,4.24
16358,5.33
16359,5.66
16360,5.38
16361,4.82
16362,4.72
16363,4.49
16364,4.31
16365,4.08
16366,3.99
16367,4.36
16368,4.38
16369,4.62
16370,4.52
16371,3.81
16372,2.95
16373,3.20
16374,2.91
16375,3.09
16376,3.35
16377,3.69
16378,4.04
16379,4.73
16380,5.00
16381,5.94
16382,6.07
16383,5.98
16384,4.99
16385,4.65
16386,4.21
16387,4.33
16388,4.51
16389,4.41
16390,4.90
16391,4.98
16392,4.80
16393,4.98
16394,4.90
16395,4.99
16396,5.23
16397,5.32
16398,5.48
16399,5.57
16400,5.78
16401,5.82
16402,6.09
16403,6.52
16404,6.99
16405,7.32
16406,7.17
16407,7.32
16408,7.38
16409,7.28
16410,7.17
16411,7.09
16412,6.98
16413,6.97
16414,6.90
16415,6.91
16416,6.74
16417,6.90
16418,6.90
16419,7.06
16420,7.18
16421,7.27
16422,7.60
16423,8.01
16424,8.43
16425,8.68
16426,8.98
16427,9.52
16428,10.13
16429,10.24
16430,10.36
16431,10.64
16432,10.86
16433,10.86
16434,10.77
16435,10.78
16436,9.89
16437,9.19
16438,9.03
16439,8.93
16440,9.01
16441,9.01
16442,8.88
16443,8.63
16444,8.27
16445,8.03
16446,7.71
16447,7.69
16448,7.13
16449,7.61
16450,8.26
16451,9.15
16452,10.48
16453,11.54
16454,11.91
16455,11.63
16456,11.14
16457,10.48
16458,9.93
16459,9.82
16460,9.82
16461,9.87
16462,9.60
16463,9.39
16464,9.40
16465,8.99
16466,9.01
16467,8.93
16468,8.97
16469,8.51
16470,9.26
16471,8.79
16472,8.62
16473,8.96
16474,10.54
16475,12.59
16476,14.66
16477,16.72
16478,16.69
16479,15.80
16480,15.43
16481,14.14
16482,12.78
16483,10.76
16484,10.05
16485,9.52
16486,10.84
16487,9.81
16488,9.85
16489,9.36
16490,8.88
16491,7.73
16492,6.48
16493,5.96
16494,5.32
16495,4.99
16496,4.23
16497,6.18
16498,8.41
16499,11.15
16500,13.21
16501,15.29
16502,16.05
16503,16.28
16504,16.16
16505,15.66
16506,14.99
16507,14.22
16508,13.80
16509,13.53
16510,12.95
16511,12.60
16512,12.19
16513,11.69
16514,11.17
16515,10.79
16516,10.39
16517,9.73
16518,9.35
16519,8.94
16520,8.45
16521,8.25
16522,8.42
16523,8.73
16524,8.91
16525,8.91
16526,8.94
16527,9.60
16528,9.64
16529,9.74
16530,9.69
16531,9.08
16532,8.93
16533,9.05
16534,9.06
16535,8.99
16536,8.82
16537,8.73
16538,8.67
16539,8.72
16540,8.66
16541,8.96
16542,8.39
16543,8.34
16544,8.34
16545,8.61
16546,8.46
16547,8.47
16548,9.02
16549,9.77
16550,9.92
16551,10.16
16552,10.08
16553,9.93
16554,9.86
16555,9.77
16556,10.29
16557,10.16
16558,10.23
16559,10.26
16560,10.33
16561,10.33
16562,10.33
16563,10.16
16564,9.53
16565,9.11
16566,9.24
16567,8.89
16568,8.94
16569,9.12
16570,9.66
16571,9.87
16572,9.96
16573,10.04
16574,10.54
16575,11.18
16576,11.70
16577,11.60
16578,10.17
16579,9.36
16580,9.06
16581,8.21
16582,7.39
16583,6.81
16584,6.76
16585,6.31
16586,5.92
16587,5.74
16588,5.41
16589,5.40
16590,5.19
16591,5.08
16592,5.05
16593,5.66
16594,6.97
16595,8.77
16596,10.26
16597,11.24
16598,11.93
16599,10.88
16600,11.04
16601,11.21
16602,11.13
16603,11.35
16604,11.14
16605,11.64
16606,11.56
16607,11.69
16608,11.94
16609,12.11
16610,12.19
16611,12.03
16612,12.23
16613,12.00
16614,10.12
16615,10.08
16616,9.69
16617,9.78
16618,10.54
16619,11.33
16620,11.76
16621,12.39
16622,12.70
16623,12.69
16624,12.55
16625,12.08
16626,11.84
16627,11.14
16628,10.79
16629,11.28
16630,11.54
16631,11.88
16632,12.23
16633,12.77
16634,13.19
16635,13.61
16636,13.82
16637,13.60
16638,13.16
16639,13.47
16640,13.21
16641,13.21
16642,13.44
16643,14.00
16644,13.92
16645,13.42
16646,14.08
16647,14.94
16648,14.66
16649,14.67
16650,14.60
16651,14.65
16652,14.99
16653,15.10
16654,14.92
16655,14.99
16656,14.89
16657,13.49
16658,13.35
16659,13.21
16660,13.66
16661,9.54
16662,9.12
16663,8.89
16664,8.46
16665,8.12
16666,9.11
16667,10.69
16668,11.97
16669,12.43
16670,12.91
16671,12.79
16672,12.69
16673,12.36
16674,11.06
16675,10.01
16676,9.73
16677,9.05
16678,9.29
16679,8.98
16680,8.46
16681,8.28
16682,7.63
16683,7.49
16684,7.27
16685,7.52
16686,7.74
16687,7.93
16688,7.79
16689,8.09
16690,8.43
16691,9.17
16692,9.34
16693,9.66
16694,9.48
16695,9.42
16696,9.60
16697,9.25
16698,8.23
16699,7.81
16700,5.95
16701,6.42
16702,5.99
16703,5.02
16704,4.33
16705,4.04
16706,3.46
16707,3.99
16708,4.39
16709,5.20
16710,5.20
16711,5.42
16712,5.46
16713,5.77
16714,7.08
16715,8.10
16716,9.95
16717,11.17
16718,11.45
16719,11.54
16720,11.44
16721,10.70
16722,9.36
16723,6.99
16724,6.13
16725,5.60
16726,4.99
16727,5.42
16728,6.29
16729,6.18
16730,6.53
16731,6.38
16732,6.94
16733,7.15
16734,7.46
16735,7.21
16736,7.37
16737,7.56
16738,7.97
16739,8.62
16740,9.29
16741,9.96
16742,10.56
16743,10.80
16744,10.59
16745,10.36
16746,10.23
16747,10.30
16748,10.30
16749,10.30
16750,10.28
16751,10.42
16752,10.45
16753,10.42
16754,10.57
16755,10.45
16756,10.45
16757,10.38
16758,10.44
16759,10.44
16760,9.97
16761,10.36
16762,10.96
16763,11.35
16764,11.38
16765,11.58
16766,11.73
16767,11.88
16768,12.04
16769,11.56
16770,12.04
16771,12.01
16772,12.12
16773,11.51
16774,12.00
16775,11.77
16776,11.09
16777,11.12
16778,10.97
16779,10.97
16780,11.52
16781,11.52
16782,10.97
16783,10.88
16784,11.74
16785,12.11
16786,12.23
16787,11.90
16788,12.66
16789,12.29
16790,12.25
16791,12.64
16792,12.62
16793,12.11
16794,12.10
16795,11.79
16796,11.92
16797,11.79
16798,11.68
16799,11.51
16800,10.77
16801,10.21
16802,9.96
16803,9.73
16804,9.52
16805,9.42
16806,9.14
16807,9.07
16808,8.29
16809,8.25
16810,8.69
16811,8.61
16812,9.82
16813,9.78
16814,9.92
16815,9.54
16816,8.94
16817,8.14
16818,7.63
16819,7.61
16820,7.06
16821,7.11
16822,6.77
16823,6.98
16824,7.24
16825,7.23
16826,7.08
16827,7.51
16828,7.88
16829,8.29
16830,8.58
16831,8.78
16832,8.94
16833,9.14
16834,9.46
16835,10.11
16836,10.73
16837,11.13
16838,11.56
16839,11.80
16840,11.36
16841,11.13
16842,11.17
16843,10.88
16844,10.74
16845,10.64
16846,10.02
16847,10.09
16848,9.78
16849,9.38
16850,7.75
16851,7.81
16852,7.97
16853,6.39
16854,5.71
16855,6.67
16856,5.52
16857,6.51
16858,7.01
16859,9.06
16860,9.96
16861,10.75
16862,10.73
16863,11.29
16864,11.43
16865,11.19
16866,10.88
16867,10.61
16868,10.42
16869,10.43
16870,9.85
16871,10.15
16872,9.66
16873,9.23
16874,9.28
16875,9.12
16876,9.61
16877,9.41
16878,9.37
16879,9.72
16880,9.72
16881,9.96
16882,10.34
16883,10.52
16884,10.45
16885,11.32
16886,11.99
16887,11.81
16888,12.34
16889,11.71
16890,11.75
16891,12.16
16892,11.60
16893,11.91
16894,11.67
16895,11.25
16896,10.81
16897,10.71
16898,10.42
16899,10.38
16900,10.36
16901,10.53
16902,10.41
16903,10.22
16904,10.29
16905,11.05
16906,11.63
16907,9.79
16908,10.89
16909,10.87
16910,10.93
16911,10.67
16912,10.33
16913,9.74
16914,9.32
16915,8.42
16916,7.70
16917,7.74
16918,6.49
16919,5.62
16920,5.19
16921,5.87
16922,4.98
16923,4.90
16924,3.90
16925,3.60
16926,2.77
16927,3.30
16928,3.33
16929,3.77
16930,5.01
16931,5.82
16932,6.26
16933,6.61
16934,6.67
16935,6.35
16936,5.87
16937,5.49
16938,4.90
16939,4.12
16940,3.99
16941,3.58
16942,2.21
16943,1.39
16944,1.17
16945,0.20
16946,-0.06
16947,-0.59
16948,-1.03
16949,-1.02
16950,-1.26
16951,-1.38
16952,-1.68
16953,-0.49
16954,1.42
16955,2.58
16956,3.13
16957,2.05
16958,1.78
16959,2.68
16960,4.21
16961,5.89
16962,7.40
16963,6.59
16964,6.33
16965,5.94
16966,5.53
16967,5.33
16968,5.24
16969,4.96
16970,4.95
16971,4.54
16972,3.62
16973,3.93
16974,3.82
16975,3.67
16976,3.19
16977,2.97
16978,3.77
16979,4.22
16980,5.19
16981,6.11
16982,6.81
16983,7.32
16984,7.07
16985,5.43
16986,5.53
16987,3.66
16988,2.74
16989,2.67
16990,1.79
16991,1.34
16992,0.41
16993,-0.01
16994,-0.13
16995,-0.28
16996,-0.56
16997,-0.71
16998,-0.11
16999,0.55
17000,1.13
17001,2.33
17002,3.38
17003,4.88
17004,5.83
17005,5.96
17006,6.46
17007,6.91
17008,6.49
17009,5.80
17010,5.89
17011,5.86
17012,5.65
17013,4.93
17014,4.74
17015,3.74
17016,3.75
17017,3.42
17018,3.42
17019,4.49
17020,4.56
17021,4.90
17022,4.73
17023,4.71
17024,4.69
17025,5.02
17026,5.42
17027,5.69
17028,6.54
17029,7.21
17030,7.56
17031,7.70
17032,7.66
17033,6.44
17034,5.34
17035,4.81
17036,4.31
17037,4.21
17038,3.32
17039,3.13
17040,3.17
17041,3.17
17042,2.97
17043,2.62
17044,1.98
17045,1.70
17046,1.77
17047,1.82
17048,1.42
17049,1.58
17050,2.59
17051,2.76
17052,4.01
17053,4.51
17054,4.85
17055,4.25
17056,4.52
17057,4.67
17058,4.83
17059,4.61
17060,3.97
17061,3.96
17062,2.93
17063,1.74
17064,1.35
17065,1.42
17066,1.34
17067,1.49
17068,1.26
17069,1.19
17070,1.24
17071,0.98
17072,1.04
17073,1.63
17074,1.66
17075,2.17
17076,2.51
17077,2.24
17078,2.34
17079,2.73
17080,3.44
17081,2.96
17082,2.59
17083,2.38
17084,2.58
17085,2.42
17086,1.87
17087,1.38
17088,1.46
17089,1.71
17090,2.05
17091,2.30
17092,2.51
17093,2.53
17094,2.49
17095,2.51
17096,2.63
17097,2.82
17098,3.18
17099,3.78
17100,4.31
17101,4.63
17102,5.73
17103,5.73
17104,6.00
17105,5.28
17106,4.34
17107,3.73
17108,2.88
17109,2.31
17110,1.78
17111,1.76
17112,1.78
17113,1.91
17114,0.91
17115,1.41
17116,1.73
17117,1.88
17118,2.18
17119,2.28
17120,1.52
17121,1.61
17122,2.09
17123,3.11
17124,4.30
17125,4.82
17126,5.27
17127,5.55
17128,5.33
17129,4.93
17130,4.87
17131,4.92
17132,4.50
17133,3.86
17134,3.21
17135,3.32
17136,3.39
17137,3.56
17138,3.74
17139,3.78
17140,3.71
17141,3.85
17142,3.78
17143,3.52
17144,3.97
17145,4.06
17146,3.88
17147,4.36
17148,4.89
17149,5.14
17150,5.54
17151,6.06
17152,6.15
17153,5.61
17154,5.99
17155,5.80
17156,5.77
17157,5.62
17158,4.79
17159,4.44
17160,2.90
17161,3.31
17162,1.33
17163,2.03
17164,1.32
17165,0.91
17166,1.52
17167,2.02
17168,2.49
17169,2.69
17170,3.57
17171,4.31
17172,5.39
17173,6.74
17174,6.77
17175,6.54
17176,6.28
17177,5.72
17178,5.53
17179,5.52
17180,5.50
17181,4.93
17182,4.79
17183,5.12
17184,5.16
17185,5.24
17186,5.33
17187,5.52
17188,5.69
17189,5.78
17190,5.87
17191,6.16
17192,6.47
17193,6.57
17194,7.13
17195,7.51
17196,7.74
17197,5.14
17198,4.33
17199,4.57
17200,4.60
17201,3.94
17202,3.65
17203,1.88
17204,1.24
17205,0.43
17206,-0.41
17207,-0.82
17208,-0.72
17209,-1.26
17210,-0.82
17211,0.22
17212,0.15
17213,0.97
17214,1.26
17215,1.68
17216,1.99
17217,2.82
17218,3.63
17219,4.89
17220,6.28
17221,7.74
17222,9.02
17223,10.14
17224,10.37
17225,8.80
17226,7.88
17227,7.21
17228,7.06
17229,7.37
17230,7.61
17231,7.44
17232,7.02
17233,6.66
17234,6.62
17235,6.72
17236,6.41
17237,6.77
17238,6.84
17239,6.68
17240,6.77
17241,6.74
17242,6.68
17243,7.41
17244,7.77
17245,7.69
17246,8.16
17247,7.29
17248,7.82
17249,7.78
17250,7.79
17251,7.29
17252,6.69
17253,6.66
17254,6.31
17255,5.87
17256,6.40
17257,6.43
17258,6.01
17259,5.94
17260,6.26
17261,6.09
17262,6.32
17263,6.39
17264,6.52
17265,6.36
17266,6.55
17267,7.03
17268,7.58
17269,7.94
17270,8.78
17271,8.23
17272,7.93
17273,7.86
17274,7.66
17275,6.78
17276,6.19
17277,6.01
17278,5.72
17279,5.93
17280,4.61
17281,4.38
17282,3.94
17283,3.87
17284,3.36
17285,3.91
17286,3.38
17287,1.88
17288,2.08
17289,1.80
17290,2.76
17291,3.67
17292,4.32
17293,4.25
17294,4.57
17295,4.37
17296,3.87
17297,3.51
17298,3.38
17299,2.97
17300,2.94
17301,3.08
17302,3.39
17303,3.20
17304,2.64
17305,2.13
17306,1.94
17307,1.87
17308,1.97
17309,1.89
17310,1.74
17311,1.31
17312,1.11
17313,1.09
17314,1.34
17315,1.77
17316,2.27
17317,2.47
17318,2.56
17319,2.78
17320,2.73
17321,2.18
17322,1.88
17323,1.92
17324,1.98
17325,2.16
17326,2.33
17327,2.38
17328,2.59
17329,2.75
17330,2.73
17331,2.39
17332,1.70
17333,1.70
17334,0.80
17335,0.91
17336,0.38
17337,0.75
17338,0.63
17339,0.97
17340,1.24
17341,1.16
17342,1.41
17343,2.16
17344,2.08
17345,2.58
17346,2.13
17347,2.07
17348,3.03
17349,1.24
17350,2.38
17351,1.05
17352,0.75
17353,0.31
17354,0.57
17355,1.42
17356,0.98
17357,1.17
17358,1.50
17359,1.70
17360,1.52
17361,1.23
17362,1.66
17363,2.31
17364,3.74
17365,3.83
17366,4.16
17367,4.35
17368,4.51
17369,3.89
17370,3.66
17371,3.15
17372,3.21
17373,2.72
17374,1.98
17375,0.75
17376,-0.26
17377,-0.56
17378,-1.03
17379,-0.98
17380,-1.31
17381,-1.65
17382,-1.27
17383,-1.72
17384,-1.53
17385,-1.07
17386,0.04
17387,0.69
17388,2.07
17389,3.26
17390,4.23
17391,4.39
17392,4.23
17393,2.37
17394,2.13
17395,2.58
17396,1.82
17397,0.64
17398,0.18
17399,-0.04
17400,-0.97
17401,-1.01
17402,-1.23
17403,-1.34
17404,-1.27
17405,-1.31
17406,-1.43
17407,-1.52
17408,-1.52
17409,-1.47
17410,-1.08
17411,-0.83
17412,-0.19
17413,0.47
17414,0.78
17415,0.69
17416,0.15
17417,-0.33
17418,-0.76
17419,-1.33
17420,-1.42
17421,-1.52
17422,-1.47
17423,-1.08
17424,-1.08
17425,-1.29
17426,-1.46
17427,-1.93
17428,-2.07
17429,-2.08
17430,-1.92
17431,-1.71
17432,-1.76
17433,-1.82
17434,-1.56
17435,-0.43
17436,0.34
17437,1.41
17438,0.98
17439,1.11
17440,1.29
17441,1.54
17442,1.86
17443,2.58
17444,2.98
17445,3.26
17446,3.51
17447,3.56
17448,3.65
17449,3.64
17450,3.71
17451,3.91
17452,4.01
17453,3.65
17454,3.76
17455,4.09
17456,3.82
17457,3.83
17458,4.16
17459,4.24
17460,4.44
17461,4.57
17462,4.73
17463,4.83
17464,4.83
17465,4.70
17466,4.39
17467,4.09
17468,3.63
17469,3.52
17470,3.46
17471,3.46
17472,3.33
17473,2.91
17474,2.93
17475,2.74
17476,3.01
17477,2.66
17478,2.23
17479,1.82
17480,1.58
17481,1.11
17482,1.38
17483,1.84
17484,1.92
17485,2.46
17486,2.53
17487,2.29
17488,2.01
17489,1.39
17490,1.51
17491,1.42
17492,1.51
17493,1.37
17494,1.39
17495,1.49
17496,0.99
17497,0.95
17498,0.94
17499,1.03
17500,0.98
17501,0.91
17502,0.74
17503,0.61
17504,0.33
17505,0.33
17506,0.22
17507,0.77
17508,0.69
17509,0.74
17510,0.76
17511,0.66
17512,0.49
17513,0.82
17514,0.76
17515,0.04
17516,-0.03
17517,-0.14
17518,-0.22
17519,-0.23
17520,-0.07
17521,-0.56
17522,-0.64
17523,-0.40
17524,-0.33
17525,-0.27
17526,-0.07
17527,0.27
17528,0.65
17529,1.08
17530,1.54
17531,2.06
17532,2.48
17533,3.43
17534,5.02
17535,5.68
17536,6.39
17537,6.46
17538,5.81
17539,4.73
17540,3.76
17541,3.36
17542,3.15
17543,2.67
17544,2.30
17545,2.04
17546,1.77
17547,1.18
17548,1.04
17549,1.37
17550,2.02
17551,2.82
17552,3.13
17553,3.44
17554,4.01
17555,4.63
17556,5.51
17557,6.17
17558,6.77
17559,7.19
17560,7.27
17561,7.59
17562,7.20
17563,7.41
17564,7.61
17565,7.65
17566,7.88
17567,7.91
17568,7.71
17569,7.91
17570,8.58
17571,8.59
17572,8.40
17573,8.49
17574,8.61
17575,8.50
17576,8.41
17577,8.77
17578,8.54
17579,8.83
17580,8.96
17581,8.81
17582,8.96
17583,9.14
17584,8.67
17585,7.22
17586,6.08
17587,5.45
17588,5.09
17589,5.54
17590,6.26
17591,6.77
17592,6.62
17593,6.55
17594,6.67
17595,6.93
17596,7.14
17597,6.17
17598,6.42
17599,6.64
17600,8.17
17601,7.71
17602,8.44
17603,9.00
17604,9.75
17605,10.49
17606,11.61
17607,11.80
17608,11.91
17609,11.87
17610,10.88
17611,11.41
17612,10.62
17613,10.59
17614,10.53
17615,10.52
17616,10.85
17617,10.85
17618,10.83
17619,10.66
17620,10.52
17621,10.34
17622,10.29
17623,10.17
17624,10.17
17625,10.16
17626,9.77
17627,9.80
17628,9.84
17629,10.11
17630,10.11
17631,10.09
17632,10.09
17633,10.05
17634,10.02
17635,9.21
17636,9.63
17637,9.52
17638,9.55
17639,8.98
17640,8.91
17641,9.57
17642,9.49
17643,9.34
17644,9.34
17645,9.36
17646,9.62
17647,9.59
17648,9.37
17649,9.36
17650,9.67
17651,9.70
17652,9.74
17653,10.04
17654,10.06
17655,9.98
17656,9.46
17657,9.04
17658,9.00
17659,8.96
17660,8.94
17661,8.94
17662,8.94
17663,8.92
17664,8.93
17665,8.87
17666,8.86
17667,8.81
17668,8.80
17669,8.77
17670,8.74
17671,8.69
17672,8.47
17673,8.28
17674,8.34
17675,9.22
17676,9.56
17677,9.24
17678,9.80
17679,9.73
17680,9.33
17681,8.57
17682,7.10
17683,6.90
17684,6.99
17685,5.58
17686,4.85
17687,4.01
17688,4.08
17689,3.74
17690,3.27
17691,2.62
17692,2.29
17693,1.28
17694,1.10
17695,1.24
17696,2.19
17697,2.07
17698,2.84
17699,4.07
17700,5.16
17701,5.85
17702,6.25
17703,6.73
17704,7.00
17705,6.51
17706,6.13
17707,6.23
17708,6.84
17709,6.71
17710,6.12
17711,5.76
17712,5.97
17713,5.97
17714,5.89
17715,5.79
17716,5.43
17717,5.91
17718,5.91
17719,5.83
17720,5.82
17721,4.77
17722,4.52
17723,5.06
17724,5.80
17725,6.57
17726,6.82
17727,7.09
17728,6.94
17729,6.91
17730,6.45
17731,6.39
17732,6.41
17733,6.04
17734,5.79
17735,5.52
17736,4.52
17737,3.71
17738,3.52
17739,2.93
17740,1.83
17741,0.91
17742,0.46
17743,0.49
17744,0.22
17745,0.19
17746,0.80
17747,1.53
17748,1.94
17749,2.99
17750,3.39
17751,3.40
17752,3.17
17753,2.88
17754,2.40
17755,2.06
17756,1.64
17757,1.38
17758,0.79
17759,0.93
17760,0.79
17761,0.74
17762,0.67
17763,0.37
17764,-0.46
17765,-0.29
17766,-0.51
17767,-1.12
17768,-0.86
17769,-1.10
17770,-0.77
17771,-0.13
17772,0.37
17773,1.33
17774,1.37
17775,1.19
17776,1.05
17777,0.71
17778,0.48
17779,0.10
17780,0.03
17781,-0.15
17782,-0.36
17783,-0.49
17784,-1.08
17785,-1.26
17786,-1.76
17787,-2.15
17788,-2.39
17789,-2.48
17790,-2.59
17791,-2.68
17792,-2.77
17793,-2.89
17794,-2.33
17795,-1.47
17796,-0.88
17797,0.24
17798,0.82
17799,0.93
17800,0.77
17801,0.11
17802,-0.27
17803,-0.60
17804,-0.65
17805,-0.74
17806,-1.63
17807,-1.46
17808,-1.64
17809,-1.92
17810,-2.14
17811,-2.51
17812,-2.63
17813,-2.91
17814,-3.09
17815,-3.84
17816,-3.06
17817,-3.76
17818,-2.57
17819,-1.65
17820,-0.44
17821,1.02
17822,1.18
17823,1.35
17824,1.46
17825,0.97
17826,0.67
17827,0.24
17828,-0.41
17829,-1.47
17830,-1.61
17831,-1.55
17832,-1.75
17833,-1.92
17834,-1.78
17835,-1.57
17836,-0.47
17837,-0.51
17838,0.01
17839,-0.43
17840,-0.51
17841,0.32
17842,0.80
17843,0.89
17844,0.84
17845,0.72
17846,0.59
17847,0.39
17848,0.55
17849,0.76
17850,0.60
17851,0.58
17852,0.58
17853,0.33
17854,0.22
17855,0.37
17856,0.56
17857,-0.03
17858,0.02
17859,0.01
17860,-0.04
17861,-0.06
17862,-0.06
17863,-0.09
17864,0.00
17865,0.23
17866,0.23
17867,0.67
17868,0.93
17869,1.40
17870,1.84
17871,2.76
17872,2.18
17873,1.81
17874,1.73
17875,1.71
17876,1.71
17877,1.68
17878,1.17
17879,0.91
17880,0.86
17881,0.86
17882,1.51
17883,1.11
17884,0.91
17885,1.17
17886,1.25
17887,1.92
17888,1.94
17889,1.33
17890,1.32
17891,1.26
17892,1.67
17893,1.58
17894,1.22
17895,0.98
17896,0.38
17897,0.14
17898,-0.31
17899,-0.72
17900,-1.05
17901,-1.32
17902,-1.49
17903,-1.63
17904,-1.74
17905,-2.16
17906,-2.33
17907,-2.54
17908,-3.06
17909,-3.11
17910,-2.84
17911,-2.86
17912,-2.42
17913,-1.92
17914,-1.23
17915,-0.37
17916,0.11
17917,0.86
17918,1.44
17919,2.11
17920,1.90
17921,1.45
17922,1.37
17923,1.37
17924,1.31
17925,1.38
17926,1.12
17927,0.47
17928,0.28
17929,0.43
17930,0.07
17931,-0.43
17932,-0.51
17933,-0.50
17934,-0.62
17935,-1.32
17936,-1.53
17937,-1.56
17938,-1.54
17939,-0.22
17940,0.56
17941,1.58
17942,1.77
17943,1.68
17944,1.28
17945,0.44
17946,-0.17
17947,-0.52
17948,-1.09
17949,-1.48
17950,-2.08
17951,-3.49
17952,-2.74
17953,-4.19
17954,-4.71
17955,-4.82
17956,-5.32
17957,-5.08
17958,-5.96
17959,-5.90
17960,-6.70
17961,-6.22
17962,-5.12
17963,-3.79
17964,-2.05
17965,-0.83
17966,-0.41
17967,0.07
17968,-0.08
17969,-0.83
17970,-1.62
17971,-1.89
17972,-2.58
17973,-2.02
17974,-1.91
17975,-1.78
17976,-1.79
17977,-2.02
17978,-2.03
17979,-2.04
17980,-1.99
17981,-1.87
17982,-1.96
17983,-1.97
17984,-1.77
17985,-2.02
17986,-1.52
17987,-0.68
17988,-0.02
17989,0.09
17990,0.37
17991,0.43
17992,0.18
17993,0.08
17994,-0.22
17995,-0.46
17996,-0.50
17997,-0.68
17998,-1.17
17999,-1.29
18000,-1.31
18001,-1.49
18002,-1.36
18003,-0.67
18004,-1.34
18005,-1.93
18006,-2.66
18007,-3.79
18008,-4.83
18009,-6.06
18010,-6.37
18011,-6.03
18012,-5.23
18013,-4.82
18014,-4.56
18015,-4.32
18016,-4.71
18017,-5.83
18018,-6.64
18019,-7.09
18020,-8.06
18021,-8.17
18022,-7.48
18023,-7.88
18024,-9.41
18025,-9.92
18026,-9.69
18027,-9.96
18028,-10.09
18029,-10.37
18030,-10.96
18031,-11.02
18032,-10.90
18033,-10.42
18034,-8.00
18035,-5.77
18036,-3.40
18037,-2.51
18038,-1.43
18039,-1.11
18040,-1.31
18041,-1.28
18042,-1.31
18043,-1.16
18044,-0.54
18045,0.33
18046,-0.14
18047,0.42
18048,0.59
18049,0.36
18050,0.65
18051,0.65
18052,0.58
18053,0.10
18054,-0.46
18055,-0.74
18056,-1.38
18057,-1.48
18058,-1.15
18059,-0.18
18060,0.64
18061,1.25
18062,1.20
18063,0.68
18064,0.31
18065,-0.41
18066,-0.99
18067,-1.29
18068,-1.67
18069,-2.39
18070,-3.82
18071,-3.31
18072,-3.79
18073,-5.31
18074,-5.95
18075,-6.38
18076,-6.62
18077,-5.91
18078,-7.97
18079,-6.42
18080,-8.21
18081,-7.99
18082,-5.82
18083,-5.18
18084,-3.17
18085,-1.44
18086,-0.63
18087,-0.88
18088,-0.75
18089,-1.77
18090,-2.93
18091,-3.24
18092,-5.25
18093,-4.18
18094,-5.90
18095,-6.41
18096,-7.21
18097,-7.78
18098,-7.91
18099,-8.08
18100,-9.01
18101,-9.22
18102,-9.90
18103,-9.58
18104,-10.38
18105,-10.58
18106,-7.73
18107,-4.83
18108,-1.84
18109,0.46
18110,1.27
18111,0.74
18112,0.81
18113,-0.27
18114,-1.29
18115,-2.10
18116,-4.54
18117,-4.35
18118,-4.31
18119,-5.39
18120,-5.57
18121,-6.47
18122,-6.79
18123,-6.84
18124,-7.63
18125,-7.97
18126,-7.92
18127,-7.82
18128,-7.88
18129,-5.91
18130,-5.31
18131,-3.16
18132,-1.18
18133,1.43
18134,2.91
18135,3.34
18136,3.63
18137,3.02
18138,2.07
18139,1.41
18140,-0.23
18141,-0.72
18142,-0.71
18143,-0.36
18144,-0.57
18145,-0.74
18146,-1.09
18147,-1.21
18148,-1.26
18149,-1.59
18150,-1.59
18151,-1.22
18152,-1.54
18153,-1.35
18154,-0.12
18155,1.13
18156,2.00
18157,2.86
18158,3.83
18159,4.47
18160,4.66
18161,4.43
18162,4.48
18163,4.49
18164,4.71
18165,4.74
18166,4.90
18167,5.10
18168,5.12
18169,5.24
18170,5.39
18171,5.33
18172,4.93
18173,4.27
18174,3.78
18175,3.74
